NPC类型ID	NPC模型路径	模型缩放比例	脚底选择框	物体缩放比例	特效缩放比例	NPC等级	NPC行为类型	NPC分类	NPC名字	名字颜色	名字显示	NPC称号	称号颜色	Title显示	NPC阵营	备注	备注显示	待机对话	NPC对话半身像	NPC目标小头像	Npc功能标志位	Npc功能类型	门派	职业	地图	采集类型	限制条件1	限制条件2	永久定点刷新	出生脚本	背景图	NPC_FLAGS	包围框高度	死亡脚本	动态障碍	坐骑id	目标头像框样式	走路动作频率修正	出生自带特效技能	死亡播放音效	被击播放音效	进入区域喊话ID	点击喊话ID	
60200135	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2001	0	117	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200137	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200135	5	"燧木枯枝"	52	1	"燧木枯枝"	64	1	0	""	1	""	""	0	0	7	0	0	2001	0	117	1	1	0	"Textures\2DNPC\kongbai_64_64.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200138	"Data\npc\npc-task\sczf3\Actor.kfm"	2.800000	""	1.000000	1.000000	1	10	5	""	52	1	""	64	1	0	""	1	""	""	4316002	0	1	0	0	2001	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200139	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200139	5	"火柱"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2001	0	102	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200140	"Data\npc\npc-other\huoyanpingzhang\Actor.kfm"	2.200000	""	1.000000	1.000000	1	10	0	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2001	0	0	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200164	"Data\npc\npc-other\toumingren\Actor.kfm"	0.500000	""	1.000000	1.000000	1	60200135	5	"燧木之心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2001	0	122	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60200220	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"燧木枯枝"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	216	1	1	0	"Textures\2DNPC\kongbai_64_64.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200221	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200121	5	"火柱"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	202	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200222	"data\npc\mon-animal\2xuanyuan\huoniao01\actor01.kfm"	0.200000	""	1.000000	1.000000	1	60200122	5	"火鸦"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	209	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207061	0	0	0	0	
60200233	"Data\npc\npc-other\huoyanpingzhang\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	""	52	1	""	64	1	0	""	1	""	""	4316002	0	1	0	0	2002	0	202	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200235	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	217	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200237	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200135	5	"燧木枯枝"	52	1	"燧木枯枝"	64	1	0	""	1	""	""	0	0	7	0	0	2002	0	217	1	1	0	"Textures\2DNPC\kongbai_64_64.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200238	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200139	5	"火柱"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	202	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200240	"Data\npc\npc-other\huoyanpingzhang\Actor.kfm"	2.200000	""	1.000000	1.000000	1	10	5	""	52	1	""	64	1	0	""	1	""	""	4316002	0	1	0	0	2002	0	202	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200242	"Data\npc\npc-other\toumingren\Actor.kfm"	0.500000	""	1.000000	1.000000	1	60200135	5	"燧木之心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	222	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60200277	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	222	1	1	0	""	0	47	0	0	0	0	1.000000.	50127	0	0	0	0	0	
60200278	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	222	1	1	0	""	0	47	0	0	0	0	1.000000.	50127	0	0	0	0	0	
60200279	"Data\npc\npc-task\sczf2\Actor.kfm"	0.300000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	222	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200280	"Data\npc\npc-task\sczf2\Actor.kfm"	0.300000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	222	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200281	"Data\npc\npc-task\sczf2\Actor.kfm"	0.300000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	222	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200282	"Data\npc\npc-task\sczf2\Actor.kfm"	0.300000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	222	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200283	"游戏资源\3D特效\公共特效\gouhuo\actor.kfm"	0.500000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2002	0	222	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200320	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"燧木枯枝"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2003	0	316	1	1	0	"Textures\2DNPC\kongbai_64_64.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200321	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200121	5	"火柱"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2003	0	302	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200322	"data\npc\mon-animal\2xuanyuan\huoniao01\actor01.kfm"	0.200000	""	1.000000	1.000000	1	60200122	5	"火鸦"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2003	0	309	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207061	0	0	0	0	
60200333	"Data\npc\npc-other\huoyanpingzhang\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	""	52	1	""	64	1	0	""	1	""	""	4316002	0	1	0	0	2003	0	302	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200335	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200135	5	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2003	0	317	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200337	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200135	5	"燧木枯枝"	52	1	"燧木枯枝"	64	1	0	""	1	""	""	0	0	7	0	0	2003	0	317	1	1	0	"Textures\2DNPC\kongbai_64_64.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200338	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200139	5	"火柱"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2003	0	302	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200340	"Data\npc\npc-other\huoyanpingzhang\Actor.kfm"	2.200000	""	1.000000	1.000000	1	10	5	""	52	1	""	64	1	0	""	1	""	""	4316002	0	1	0	0	2003	0	302	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200342	"Data\npc\npc-other\toumingren\Actor.kfm"	0.500000	""	1.000000	1.000000	1	60200135	5	"燧木之心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2003	0	322	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60201122	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"蚁晶"	52	1	""	64	1	11	"采集"	1	""	""	0	0	2	0	0	2011	0	852	1	0	0	"Textures\2DNPC\kuangshi03_59_34.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201123	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"军械"	52	1	""	64	1	11	"采集"	1	""	""	0	0	2	0	0	2011	0	856	1	0	0	"Textures\2DNPC\junxie_238_235.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201124	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"土包"	52	1	""	64	1	11	"采集"	1	""	""	0	0	2	0	0	2011	0	857	1	0	0	"Textures\2DNPC\niba01_63_41.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201125	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"粮草"	52	1	""	64	1	11	"采集"	1	""	""	0	0	2	0	0	2011	0	866	1	0	0	"Textures\2DNPC\nianchao_132_90.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201126	"data\npc\npc-task\baguatai\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"八卦奇阵"	52	1	""	64	1	11	"采集"	1	""	""	0	0	2	0	0	2011	0	870	1	0	0	""	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201127	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"军鼓"	52	1	""	64	1	11	"采集"	1	""	""	0	0	2	0	0	2011	0	874	1	0	0	"Textures\2DNPC\zhangu_171_168.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201128	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"号角"	52	1	""	64	1	11	"采集"	1	""	""	0	0	2	0	0	2011	0	874	2	0	0	"Textures\2DNPC\haojiao_70_87.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201150	"data\role\NPC-CAR\zhanche01\actor.kfm"	0.600000	""	1.000000	1.000000	50	10	5	"战车"	52	1	""	64	1	11	""	1	""	""	0	0	0	0	0	2011	2011	131	0	0	0	""	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201151	"data\role\NPC-CAR\zhanche01\actor.kfm"	0.200000	""	1.000000	1.000000	50	10	5	"无敌战车"	52	1	""	64	1	11	""	1	""	""	0	0	0	0	0	2011	2011	131	0	0	0	""	0	47	0	0	0	1	1.000000.	50049	0	0	0	0	0	
60201222	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"蚁晶"	52	1	""	64	1	12	"采集"	1	""	""	0	0	2	0	0	2012	0	902	1	0	0	"Textures\2DNPC\kuangshi03_59_34.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201223	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"军械"	52	1	""	64	1	12	"采集"	1	""	""	0	0	2	0	0	2012	0	906	1	0	0	"Textures\2DNPC\junxie_238_235.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201224	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"土包"	52	1	""	64	1	12	"采集"	1	""	""	0	0	2	0	0	2012	0	907	1	0	0	"Textures\2DNPC\niba01_63_41.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201225	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"粮草"	52	1	""	64	1	12	"采集"	1	""	""	0	0	2	0	0	2012	0	916	1	0	0	"Textures\2DNPC\nianchao_132_90.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201226	"data\npc\npc-task\baguatai\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"八卦奇阵"	52	1	""	64	1	12	"采集"	1	""	""	0	0	2	0	0	2012	0	920	1	0	0	""	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201227	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"军鼓"	52	1	""	64	1	12	"采集"	1	""	""	0	0	2	0	0	2012	0	924	1	0	0	"Textures\2DNPC\zhangu_171_168.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201228	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"号角"	52	1	""	64	1	12	"采集"	1	""	""	0	0	2	0	0	2012	0	924	2	0	0	"Textures\2DNPC\haojiao_70_87.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201322	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"蚁晶"	52	1	""	64	1	13	"采集"	1	""	""	0	0	2	0	0	2013	0	952	1	0	0	"Textures\2DNPC\kuangshi03_59_34.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201323	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"军械"	52	1	""	64	1	13	"采集"	1	""	""	0	0	2	0	0	2013	0	956	1	0	0	"Textures\2DNPC\junxie_238_235.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201324	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"土包"	52	1	""	64	1	13	"采集"	1	""	""	0	0	2	0	0	2013	0	957	1	0	0	"Textures\2DNPC\niba01_63_41.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201325	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"粮草"	52	1	""	64	1	13	"采集"	1	""	""	0	0	2	0	0	2013	0	966	1	0	0	"Textures\2DNPC\nianchao_132_90.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201326	"data\npc\npc-task\baguatai\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"八卦奇阵"	52	1	""	64	1	13	"采集"	1	""	""	0	0	2	0	0	2013	0	970	1	0	0	""	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201327	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"军鼓"	52	1	""	64	1	13	"采集"	1	""	""	0	0	2	0	0	2013	0	974	1	0	0	"Textures\2DNPC\zhangu_171_168.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60201328	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	45	10	5	"号角"	52	1	""	64	1	13	"采集"	1	""	""	0	0	2	0	0	2013	0	974	2	0	0	"Textures\2DNPC\haojiao_70_87.tga"	0	47	0	0	0	1	1.000000.	0	0	0	0	0	0	
60300123	"Data\npc\mon-human\2xuanyuan\taoyong01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"八凶机关"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3001	0	131	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60300124	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"天卦元素"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3001	0	144	1	1	0	"Textures\2DNPC\baoxiang03_51_47.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60300130	"data\pet\ball\actor2.kfm"	1.000000	""	1.000000	1.000000	1	60300130	5	"被困精灵"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3001	0	142	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60300177	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(金)八卦五行阵"	52	1	"克木"	3	1	0	""	1	""	""	0	0	2	0	0	3001	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50037	0	0	0	0	0	
60300178	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(木)八卦五行阵"	52	1	"克土"	3	1	0	""	1	""	""	0	0	2	0	0	3001	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50038	0	0	0	0	0	
60300179	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(土)八卦五行阵"	52	1	"克水"	3	1	0	""	1	""	""	0	0	2	0	0	3001	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50039	0	0	0	0	0	
60300180	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(水)八卦五行阵"	52	1	"克火"	3	1	0	""	1	""	""	0	0	2	0	0	3001	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50040	0	0	0	0	0	
60300181	"Data\npc\npc-other\toumingren\Actor.kfm"	0.500000	""	1.000000	1.000000	1	10	5	"(火)八卦五行阵"	52	1	"克金"	3	1	0	""	1	""	""	0	0	2	0	0	3001	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60300223	"Data\npc\mon-human\2xuanyuan\taoyong01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"八凶机关"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3002	0	231	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60300224	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"天卦元素"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3002	0	244	1	1	0	"Textures\2DNPC\baoxiang03_51_47.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60300230	"data\pet\ball\actor2.kfm"	1.000000	""	1.000000	1.000000	1	60300230	5	"被困精灵"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3002	0	242	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60300277	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(金)八卦五行阵"	52	1	"克木"	3	1	0	""	1	""	""	0	0	2	0	0	3002	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50037	0	0	0	0	0	
60300278	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(木)八卦五行阵"	52	1	"克土"	3	1	0	""	1	""	""	0	0	2	0	0	3002	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50038	0	0	0	0	0	
60300279	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(土)八卦五行阵"	52	1	"克水"	3	1	0	""	1	""	""	0	0	2	0	0	3002	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50039	0	0	0	0	0	
60300280	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(水)八卦五行阵"	52	1	"克火"	3	1	0	""	1	""	""	0	0	2	0	0	3002	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50040	0	0	0	0	0	
60300281	"Data\npc\npc-other\toumingren\Actor.kfm"	0.500000	""	1.000000	1.000000	1	10	5	"(火)八卦五行阵"	52	1	"克金"	3	1	0	""	1	""	""	0	0	2	0	0	3002	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60300323	"Data\npc\mon-human\2xuanyuan\taoyong01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"八凶机关"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3003	0	331	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60300324	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"天卦元素"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3003	0	344	1	1	0	"Textures\2DNPC\baoxiang03_51_47.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60300330	"data\pet\ball\actor2.kfm"	1.000000	""	1.000000	1.000000	1	60300330	5	"被困精灵"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3003	0	342	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60300377	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(金)八卦五行阵"	52	1	"克木"	3	1	0	""	1	""	""	0	0	2	0	0	3003	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50037	0	0	0	0	0	
60300378	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(木)八卦五行阵"	52	1	"克土"	3	1	0	""	1	""	""	0	0	2	0	0	3003	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50038	0	0	0	0	0	
60300379	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(土)八卦五行阵"	52	1	"克水"	3	1	0	""	1	""	""	0	0	2	0	0	3003	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50039	0	0	0	0	0	
60300380	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"(水)八卦五行阵"	52	1	"克火"	3	1	0	""	1	""	""	0	0	2	0	0	3003	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50040	0	0	0	0	0	
60300381	"Data\npc\npc-other\toumingren\Actor.kfm"	0.500000	""	1.000000	1.000000	1	10	5	"(火)八卦五行阵"	52	1	"克金"	3	1	0	""	1	""	""	0	0	2	0	0	3003	0	0	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60301143	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"卦象"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3011	0	700	1	1	0	"Textures/2DNPC/kongbai_64_64.tga"	0	31	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301144	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"异草"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3011	0	703	1	1	0	"Textures/2DNPC/huacao02_111_96.tga"	0	96	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301145	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"鹰羽"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3011	0	714	1	1	0	"Textures/2DNPC/yumao_76_45.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301146	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"火石"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3011	0	720	1	1	0	"Textures/2DNPC/kuangshi03_59_34.tga"	0	34	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301243	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"卦象"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3012	0	750	1	1	0	"Textures/2DNPC/kongbai_64_64.tga"	0	31	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301244	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"异草"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3012	0	753	1	1	0	"Textures/2DNPC/huacao02_111_96.tga"	0	96	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301245	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"鹰羽"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3012	0	764	1	1	0	"Textures/2DNPC/yumao_76_45.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301246	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"火石"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3012	0	770	1	1	0	"Textures/2DNPC/kuangshi03_59_34.tga"	0	34	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301343	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"卦象"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3013	0	800	1	1	0	"Textures/2DNPC/kongbai_64_64.tga"	0	31	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301344	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"异草"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3013	0	803	1	1	0	"Textures/2DNPC/huacao02_111_96.tga"	0	96	0	0	0	0	1.000000.	0	0	0	0	0	0	
60301345	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"鹰羽"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	3013	0	814	1	1	0	"Textures/2DNPC/yumao_76_45.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
